field_1,measure_ab,measure,units,sof,nzsegment,lat,long,s_id,n_obs,s,var_s,d,tau,z,p,c,cd,prop_censored,prop_unique,no_censorlevels,median,annual_sen_slope,sen_lci,sen_uci,analysis_note,percent_annual_change,trend_direction,seasonal,freq,period,end_year,trend_confidence
4946,ECOLI,E. coli,cfu/100ml,WWH,4063149,-37.7545,176.0701,EBOP-00013,115,-9,1331,495,-0.018181818,-0.219280978,0.826431179,0.586784411,0.586784411,0,0.628099174,0,110,-0.502407153,-6.266840029,4.234241496,ok,-0.456733775,Indeterminate,TRUE,Month,NA,2018,Indeterminate
4947,ECOLI,E. coli,cfu/100ml,CWH,4090417,-38.1564,176.2638,EBOP-00019,115,-37,1348.333333,498,-0.074297189,-0.98040127,0.326888083,0.836555958,0.836555958,0,0.655172414,0,87.5,-2.182582355,-5.993201098,0.993967126,ok,-2.494379834,Improving,TRUE,Month,NA,2018,Likely improving
4948,ECOLI,E. coli,cfu/100ml,WWL,4061978,-37.7382,176.1419,EBOP-00033,116,45,1365,504,0.089285714,1.190930316,0.233680942,0.883159529,0.116840471,0,0.627118644,0,310,7.502575528,-3.843810357,17.16453779,ok,2.420185654,Worsening,TRUE,Month,NA,2018,Likely worsening
4949,ECOLI,E. coli,cfu/100ml,WWL,4060265,-37.6992,176.0944,EBOP-00037,118,21,1431,522,0.040229885,0.528701057,0.597012844,0.701493578,0.298506422,0.002932551,0.475073314,1,80,1.458938617,-2.648348084,5.000853042,ok,1.823673271,Worsening,TRUE,Month,NA,2018,Likely worsening
4950,ECOLI,E. coli,cfu/100ml,CWH,4083343,-38.0465,176.988,EBOP-00042,115,41,1333.666667,496,0.08266129,1.09530821,0.273381632,0.863309184,0.136690816,0,0.595890411,0,40.5,0.991182286,-1.011791349,4.221605276,ok,2.447363669,Worsening,TRUE,Month,NA,2018,Likely worsening
4951,ECOLI,E. coli,cfu/100ml,WWL,4087678,-38.0943,177.288,EBOP-00044,113,395,162141.6667,6328,0.062420986,0.978473133,0.327840373,0.836079814,0.163920186,0.087804878,0.448780488,1,23,0.699403973,-0.382222363,2.128322878,ok,3.040886838,Worsening,FALSE,Month,NA,2018,Likely worsening
4952,ECOLI,E. coli,cfu/100ml,CXH,4072496,-37.8637,177.6323,EBOP-00045,110,-67,1255,466,-0.143776824,-1.863039542,0.062456703,0.968771648,0.968771648,0.066115702,0.512396694,1,15,-1.083325313,-2.697980567,-0.237574852,ok,-7.222168755,Improving,TRUE,Month,NA,2018,Very likely improving
4953,ECOLI,E. coli,cfu/100ml,CXH,4072496,-37.8637,177.6323,EBOP-00045_NIWA,113,-139,162295,6328,-0.021965866,-0.342552007,0.731935513,0.634032244,0.634032244,0,0.697478992,0,24.3,-0.231509349,-1.950854335,1.09161439,ok,-0.95271337,Indeterminate,FALSE,Month,NA,2018,Indeterminate
4954,ECOLI,E. coli,cfu/100ml,CWH,4117490,-38.458,176.6973,EBOP-00048_NIWA,120,34,1494,540,0.062962963,0.853765578,0.39323489,0.803382555,0.196617445,0,0.783333333,0,24.15,0.382246198,-0.361875885,1.249840344,ok,1.58279999,Worsening,TRUE,Month,NA,2018,Likely worsening
4955,ECOLI,E. coli,cfu/100ml,WWL,4072607,-37.939,176.767,EBOP-00050_NIWA,119,23,1465,531,0.043314501,0.574782939,0.565438107,0.717280947,0.282719053,0,0.831932773,0,60.9,0.738005137,-1.299474111,2.663495655,ok,1.211831095,Worsening,TRUE,Month,NA,2018,Likely worsening
4956,ECOLI,E. coli,cfu/100ml,CWLk,4092866,-38.1819,176.5024,EBOP-00051_NIWA,120,354,179052.6667,7140,0.049579832,0.834227128,0.404153007,0.797923497,0.202076503,0,0.158333333,0,1,0,0,0,WARNING: Sen slope based on tied non-censored values,0,Worsening,FALSE,Month,NA,2018,Likely worsening
4957,ECOLI,E. coli,cfu/100ml,CWH,4119252,-38.4844,176.7457,EBOP-00053_NIWA,120,8,1500,540,0.014814815,0.180739223,0.85657227,0.571713865,0.428286135,0,0.791666667,0,37.9,0.221012271,-1.639262758,1.618150011,ok,0.583145834,Indeterminate,TRUE,Month,NA,2018,Indeterminate
4958,ECOLI,E. coli,cfu/100ml,WWLk,4064299,-37.7934,176.3638,EBOP-00057,111,45,1219,462,0.097402597,1.26023293,0.207585347,0.896207327,0.103792673,0,0.609271523,0,54,1.753302714,-0.564658414,4.013736264,ok,3.246856877,Worsening,TRUE,Month,NA,2018,Likely worsening
4959,ECOLI,E. coli,cfu/100ml,CWH,4081438,-38.0398,176.7998,EBOP-00070_NIWA,119,-46,189526.6667,7021,-0.006551773,-0.103365915,0.917672563,0.541163718,0.541163718,0,0.764705882,0,26.2,-0.048993964,-1.46112477,1.294990499,ok,-0.186999862,Indeterminate,FALSE,Month,NA,2018,Indeterminate
4960,ECOLI,E. coli,cfu/100ml,WWL,4072607,-37.9414,176.7667,EBOP-00075,118,1,1429,522,0.001915709,0,1,0.5,0.5,0.009615385,0.495192308,1,63,0,-1.617300373,2.508585165,WARNING: Sen slope based on tied non-censored values,0,Indeterminate,TRUE,Month,NA,2018,Indeterminate
4961,ECOLI,E. coli,cfu/100ml,CDL,13138915,-43.7565,172.6825,ECAN-00084,117,-52,1394,513,-0.101364522,-1.365962539,0.171950722,0.914024639,0.914024639,0.039370079,0.677165354,2,361,-5.667959836,-12.29391195,0.26759794,ok,-1.570071977,Improving,TRUE,Month,NA,2018,Very likely improving
4962,ECOLI,E. coli,cfu/100ml,CDL,13135018,-43.695,172.4505,ECAN-00085,118,-66,1426,522,-0.126436782,-1.721288209,0.085198538,0.957400731,0.957400731,0.025423729,0.686440678,2,175,-4.615806603,-9.113239527,0,ok,-2.637603773,Improving,TRUE,Month,NA,2018,Very likely improving
4963,ECOLI,E. coli,cfu/100ml,CDLk,13141619,-43.7972,172.3386,ECAN-00093,118,29,1429,522,0.055555556,0.740699271,0.458875802,0.770562099,0.229437901,0.016949153,0.661016949,1,310,3.222560327,-3.241920248,10.27335864,ok,1.039535589,Worsening,TRUE,Month,NA,2018,Likely worsening
4964,ECOLI,E. coli,cfu/100ml,CDL,13133823,-43.6843,172.5266,ECAN-00097,118,62,1426,522,0.118773946,1.615362781,0.106232155,0.946883922,0.053116078,0.042372881,0.576271186,2,437.5,17.30796854,0,29.01052717,ok,3.956107095,Worsening,TRUE,Month,NA,2018,Very likely worsening
4965,ECOLI,E. coli,cfu/100ml,CWL,13139742,-43.765,172.7968,ECAN-00101,118,-4,1427.333333,522,-0.007662835,-0.079406956,0.936708936,0.531645532,0.531645532,0.059322034,0.644067797,2,388.5,-0.10089779,-15.38627374,12.74703059,WARNING: Sen slope influenced by censored values,-0.025971117,Indeterminate,TRUE,Month,NA,2018,Indeterminate
4966,ECOLI,E. coli,cfu/100ml,CDH,13093777,-42.8762,172.7491,ECAN-00137,119,-28,1466,531,-0.052730697,-0.705174792,0.480701467,0.759649267,0.759649267,0.025,0.75,1,130,-2.001369863,-6.572098411,2.006354358,ok,-1.539515279,Improving,TRUE,Month,NA,2018,Likely improving
4967,ECOLI,E. coli,cfu/100ml,CDH,13091557,-42.8325,172.9031,ECAN-00138,117,-126,1396,513,-0.245614035,-3.345548297,0.000821201,0.9995894,0.9995894,0.076271186,0.737288136,2,179,-19.87852388,-33.54936612,-10.28216122,ok,-11.10532061,Improving,TRUE,Month,NA,2018,Very likely improving
4968,ECOLI,E. coli,cfu/100ml,CDH,13091219,-42.8289,172.8973,ECAN-00172,119,-184,1464,531,-0.346516008,-4.782781617,1.73E-06,0.999999136,0.999999136,0.016666667,0.766666667,1,98.5,-10.90298507,-15.4594127,-6.13816086,ok,-11.06902038,Improving,TRUE,Month,NA,2018,Very likely improving
4969,ECOLI,E. coli,cfu/100ml,CDL,13210926,-44.9163,171.095,ECAN-00183,119,-13,1465,531,-0.024482109,-0.313517967,0.753887173,0.623056414,0.623056414,0.042016807,0.806722689,2,276,-2.356451613,-17.8799873,7.419384804,ok,-0.853786816,Indeterminate,TRUE,Month,NA,2018,Indeterminate
4970,ECOLI,E. coli,cfu/100ml,CDH,13163015,-44.1683,170.9417,ECAN-00262_NIWA,119,39,1467,531,0.073446328,0.992129903,0.321134161,0.83943292,0.16056708,0,0.899159664,0,77.1,1.22084478,-0.500342642,4.415138424,ok,1.583456265,Worsening,TRUE,Month,NA,2018,Likely worsening
4971,ECOLI,E. coli,cfu/100ml,CDL,13127284,-43.5532,172.6831,ECAN-10005,119,-141,189504.3333,7021,-0.020082609,-0.321601794,0.747754384,0.626122808,0.626122808,0,0.663865546,0,460,-3.623511905,-27.42942541,17.41536715,ok,-0.787719979,Indeterminate,FALSE,Month,NA,2018,Indeterminate
4972,ECOLI,E. coli,cfu/100ml,CWM,13120557,-43.4173,172.6418,ECAN-10028_NIWA,119,1233,189513,7021,0.175616009,2.830031077,0.004654348,0.997672826,0.002327174,0,0.798319328,0,64.5,5.587262958,1.834285078,9.963841359,ok,8.662423191,Worsening,FALSE,Month,NA,2018,Very likely worsening
4973,ECOLI,E. coli,cfu/100ml,CXLk,15305046,-46.1308,167.686,ES-00001,118,-61,184191,6903,-0.008836738,-0.139803179,0.888815501,0.555592249,0.555592249,0.016949153,0.347457627,1,70,0,-4.227448343,3.570331349,WARNING: Sen slope influenced by censored values,0,Indeterminate,FALSE,Month,NA,2018,Indeterminate
4974,ECOLI,E. coli,cfu/100ml,CXLk,15305046,-46.1303,167.6858,ES-00001_NIWA,119,-24,1464,531,-0.04519774,-0.60111463,0.54776364,0.72611818,0.72611818,0,0.857142857,0,49.6,-0.873803828,-3.66231894,1.208060622,ok,-1.761701266,Improving,TRUE,Month,NA,2018,Likely improving
4975,ECOLI,E. coli,cfu/100ml,CWH,15267818,-45.6062,167.7023,ES-00002,118,-767,183073.6667,6903,-0.111111111,-1.790258852,0.073412308,0.963293846,0.963293846,0.118644068,0.305084746,1,35,-2.138466042,-4.564612632,0,WARNING: Sen slope influenced by censored values,-6.109902978,Improving,FALSE,Month,NA,2018,Very likely improving
4976,ECOLI,E. coli,cfu/100ml,CWM,15245105,-45.3158,168.1793,ES-00003,117,-13,40502.33333,6786,-0.001915709,-0.059626762,0.952452903,0.523773548,0.523773548,0.905982906,0.034188034,1,5,0,0,0,WARNING: Sen slope influenced by censored values,0,Indeterminate,FALSE,Month,NA,2018,Indeterminate
4977,ECOLI,E. coli,cfu/100ml,CWH,15277297,-45.7374,168.1204,ES-00004,119,-36,1436.666667,531,-0.06779661,-0.923400354,0.355798607,0.822100696,0.822100696,0.025210084,0.378151261,1,65,-1.001233553,-4.976945153,0,ok,-1.540359312,Improving,TRUE,Month,NA,2018,Likely improving
4978,ECOLI,E. coli,cfu/100ml,CWL,15311046,-46.2495,167.9359,ES-00006,119,47,1448.333333,531,0.088512241,1.208714045,0.226772724,0.886613638,0.113386362,0.033613445,0.352941176,1,110,2.508585165,0,5.95736875,ok,2.280531968,Worsening,TRUE,Month,NA,2018,Likely worsening
4979,ECOLI,E. coli,cfu/100ml,CDL,15304031,-46.1266,167.9771,ES-00008,120,-27,1492.333333,540,-0.05,-0.673039306,0.500922285,0.749538857,0.749538857,0.008333333,0.558333333,1,900,-6.020693459,-48.8658916,18.15805627,ok,-0.66896594,Improving,TRUE,Month,NA,2018,Likely improving
4980,ECOLI,E. coli,cfu/100ml,CWH,15254930,-45.4471,168.1362,ES-00009,119,-219,174573,7021,-0.031192138,-0.521756605,0.601839807,0.699080097,0.699080097,0.386554622,0.193277311,1,10,0,0,0,WARNING: Sen slope influenced by censored values,0,Improving,FALSE,Month,NA,2018,Likely improving
4981,ECOLI,E. coli,cfu/100ml,CDL,15274581,-45.7162,168.4278,ES-00011,119,-270,188743.6667,7021,-0.03845606,-0.619178811,0.535798569,0.732100716,0.732100716,0.058823529,0.344537815,1,60,0,-4.281946073,1.667808219,WARNING: Sen slope influenced by censored values,0,Improving,FALSE,Month,NA,2018,Likely improving
4982,ECOLI,E. coli,cfu/100ml,CWH,15264496,-45.5814,168.3738,ES-00012,119,4,1316.333333,531,0.007532957,0.082687206,0.934100258,0.532949871,0.467050129,0.25210084,0.176470588,1,20,0,0,0,WARNING: Sen slope influenced by censored values,0,Indeterminate,TRUE,Month,NA,2018,Indeterminate
4983,ECOLI,E. coli,cfu/100ml,CDL,15271780,-45.6796,168.4259,ES-00013,119,-11,1451.666667,531,-0.020715631,-0.262462069,0.792965225,0.603517387,0.603517387,0.025210084,0.369747899,1,100,0,-6.000821468,3.341765772,WARNING: Sen slope influenced by censored values,0,Indeterminate,TRUE,Month,NA,2018,Indeterminate
4984,ECOLI,E. coli,cfu/100ml,CDL,15307222,-46.1995,168.303,ES-00014,118,-619,184641,6903,-0.089671157,-1.438216952,0.150372507,0.924813747,0.924813747,0,0.5,0,1100,-39.54855047,-100.0161626,0,ok,-3.59532277,Improving,FALSE,Month,NA,2018,Very likely improving
4985,ECOLI,E. coli,cfu/100ml,CDL,15313548,-46.3298,168.2991,ES-00015,118,-143,184747.6667,6903,-0.020715631,-0.330368676,0.741121407,0.629439297,0.629439297,0,0.608333333,0,330,-2.622038765,-17.68752118,10.92742462,ok,-0.794557202,Indeterminate,FALSE,Month,NA,2018,Indeterminate
4986,ECOLI,E. coli,cfu/100ml,CWL,15302981,-46.1347,168.6019,ES-00016,116,30,1349.333333,504,0.05952381,0.789474984,0.429834445,0.785082778,0.214917222,0.025862069,0.362068966,1,90,1.832566175,-2.497842202,5.795882361,ok,2.036184639,Worsening,TRUE,Month,NA,2018,Likely worsening
4987,ECOLI,E. coli,cfu/100ml,CDL,15314522,-46.3629,168.3467,ES-00017,118,-407,184730.3333,6903,-0.058959873,-0.944619544,0.344853146,0.827573427,0.827573427,0,0.559322034,0,420,-10.09907834,-29.66278574,7.434734413,ok,-2.404542462,Improving,FALSE,Month,NA,2018,Likely improving
4988,ECOLI,E. coli,cfu/100ml,CDL,15315475,-46.3847,168.3667,ES-00018,118,-883,184717.6667,6903,-0.127915399,-2.052174884,0.040152669,0.979923665,0.979923665,0,0.516949153,0,330,-20.22425249,-40.13736264,-3.336220334,ok,-6.128561361,Improving,FALSE,Month,NA,2018,Very likely improving
4989,ECOLI,E. coli,cfu/100ml,CDL,15316408,-46.4141,168.3504,ES-00019,118,-97,184641.6667,6903,-0.014051862,-0.223411939,0.823214913,0.588392543,0.588392543,0,0.5,0,1700,0,-93.1189,69.99857648,WARNING: Sen slope based on tied non-censored values,0,Indeterminate,FALSE,Month,NA,2018,Indeterminate
4990,ECOLI,E. coli,cfu/100ml,CDL,15315077,-46.3891,168.7776,ES-00021,118,-426,184663.3333,6903,-0.061712299,-0.989005245,0.322660576,0.838669712,0.838669712,0.008474576,0.508474576,1,250,-6.138655462,-21.89167955,4.737746022,ok,-2.455462185,Improving,FALSE,Month,NA,2018,Likely improving
4991,ECOLI,E. coli,cfu/100ml,CDH,15306430,-46.1986,168.8635,ES-00022,117,-12,1389.333333,513,-0.023391813,-0.295113759,0.76790698,0.61604651,0.61604651,0.008547009,0.52991453,1,1300,-1.42899061,-41.67784017,48.580485,ok,-0.109922355,Indeterminate,TRUE,Month,NA,2018,Indeterminate
4992,ECOLI,E. coli,cfu/100ml,CWH,15262084,-45.5594,168.5615,ES-00024,117,22,1390,513,0.04288499,0.56326387,0.573255217,0.713372392,0.286627608,0.017094017,0.427350427,1,130,1.254292582,-3.34478022,6.368542622,ok,0.964840448,Worsening,TRUE,Month,NA,2018,Likely worsening
4993,ECOLI,E. coli,cfu/100ml,CWH,15284017,-45.8519,168.793,ES-00025,119,40,1460,531,0.075329567,1.020676649,0.307407661,0.846296169,0.153703831,0.016806723,0.470588235,1,140,3.994531784,-2.77659524,9.414885827,ok,2.853236989,Worsening,TRUE,Month,NA,2018,Likely worsening
4994,ECOLI,E. coli,cfu/100ml,CWM,15260248,-45.5496,169.0289,ES-00026,118,-48,1302.333333,522,-0.091954023,-1.302377185,0.192787478,0.903606261,0.903606261,0.237288136,0.203389831,1,20,0,-1.222261373,0,WARNING: Sen slope influenced by censored values,0,Improving,TRUE,Month,NA,2018,Very likely improving
4995,ECOLI,E. coli,cfu/100ml,CDL,15300377,-46.1075,168.9543,ES-00027,118,-662,184675.3333,6903,-0.095900333,-1.538144064,0.124013394,0.937993303,0.937993303,0,0.550847458,0,280,-11.39428076,-24.26527429,0,ok,-4.069385987,Improving,FALSE,Month,NA,2018,Very likely improving
4996,ECOLI,E. coli,cfu/100ml,CWL,15313907,-46.3585,168.8435,ES-00028,118,-672,184685.3333,6903,-0.097348979,-1.561371746,0.118436064,0.940781968,0.940781968,0,0.529411765,0,300,-11.00482073,-23.37021807,0,ok,-3.668273576,Improving,FALSE,Month,NA,2018,Very likely improving
4997,ECOLI,E. coli,cfu/100ml,CWL,15293926,-45.998,168.8242,ES-00030,119,-44,1458,531,-0.082862524,-1.126133022,0.260109218,0.869945391,0.869945391,0,0.546218487,0,290,-7.489747095,-16.60503649,2.858344823,ok,-2.582671412,Improving,TRUE,Month,NA,2018,Likely improving
4998,ECOLI,E. coli,cfu/100ml,CWL,15320424,-46.6297,169.0232,ES-00033,119,-5,1448.333333,531,-0.009416196,-0.105105569,0.91629204,0.54185398,0.54185398,0.016806723,0.428571429,1,170,0,-4.17442253,2.970705761,WARNING: Sen slope influenced by censored values,0,Indeterminate,TRUE,Month,NA,2018,Indeterminate
4999,ECOLI,E. coli,cfu/100ml,CWL,15319599,-46.5742,169.1467,ES-00034,120,-50,1487.333333,540,-0.092592593,-1.270550479,0.203888614,0.898055693,0.898055693,0,0.591666667,0,630,-13.81593755,-39.35617837,2.392813461,ok,-2.193005961,Improving,TRUE,Month,NA,2018,Likely improving
5000,ECOLI,E. coli,cfu/100ml,CDL,15312806,-46.2995,168.1724,ES-00035,120,-90,1492,540,-0.166666667,-2.30412266,0.021215759,0.98939212,0.98939212,0,0.55,0,450,-24.18964259,-53.90774745,-5.926876288,ok,-5.375476132,Improving,TRUE,Month,NA,2018,Very likely improving
5001,ECOLI,E. coli,cfu/100ml,CDL,15314528,-46.3828,168.7612,ES-00036,117,16,1394,513,0.031189084,0.401753688,0.687865309,0.656067346,0.343932654,0.008547009,0.641025641,1,540,5.990978677,-16.35837623,50.27223276,ok,1.109440496,Indeterminate,TRUE,Month,NA,2018,Indeterminate
5002,ECOLI,E. coli,cfu/100ml,CDL,15300394,-46.1002,168.9494,ES-00037,117,4,1396,513,0.007797271,0.080293159,0.936004099,0.531997951,0.468002049,0,0.58974359,0,360,0,-12.82742617,22.02872158,WARNING: Sen slope based on tied non-censored values,0,Indeterminate,TRUE,Month,NA,2018,Indeterminate
5003,ECOLI,E. coli,cfu/100ml,CWH,15273874,-45.7226,168.8419,ES-00042,119,22,1449.333333,531,0.041431262,0.55161384,0.581212952,0.709393524,0.290606476,0.008403361,0.453781513,1,190,3.323475887,-3.3320753,11.62504442,ok,1.749197835,Worsening,TRUE,Month,NA,2018,Likely worsening
5004,ECOLI,E. coli,cfu/100ml,CWL,15253416,-45.4102,167.7412,ES-00043,119,116,186198.6667,7021,0.016521863,0.266507575,0.789848327,0.605075837,0.394924163,0.18487395,0.235294118,1,30,0,0,1.005923965,WARNING: Sen slope influenced by censored values,0,Indeterminate,FALSE,Month,NA,2018,Indeterminate
5005,ECOLI,E. coli,cfu/100ml,CWL,15312542,-46.3212,168.8601,ES-00044,118,-51,1418.333333,522,-0.097701149,-1.327641592,0.184296537,0.907851731,0.907851731,0.008474576,0.550847458,1,310,-8.027559773,-17.5381168,0,ok,-2.589535411,Improving,TRUE,Month,NA,2018,Very likely improving
5006,ECOLI,E. coli,cfu/100ml,CWH,15263069,-45.5415,167.8883,ES-00045,117,-214,178267.6667,6786,-0.031535514,-0.504479257,0.613924635,0.693037682,0.693037682,0.13559322,0.262711864,1,32.5,0,-2.115457899,0,WARNING: Sen slope influenced by censored values,0,Improving,FALSE,Month,NA,2018,Likely improving
5007,ECOLI,E. coli,cfu/100ml,CWL,15294727,-46.0005,168.4577,ES-00046,118,-51,1427,522,-0.097701149,-1.323603838,0.18563465,0.907182675,0.907182675,0,0.533898305,0,405,-14.61796724,-35.01558467,2.502976705,ok,-3.609374626,Improving,TRUE,Month,NA,2018,Very likely improving
5008,ECOLI,E. coli,cfu/100ml,CWL,15299251,-46.0667,168.4827,ES-00047,117,13,1385,513,0.025341131,0.322445529,0.747115197,0.626442401,0.373557599,0,0.572649573,0,380,0,-9.991471342,24.30138405,WARNING: Sen slope based on tied non-censored values,0,Indeterminate,TRUE,Month,NA,2018,Indeterminate
5009,ECOLI,E. coli,cfu/100ml,CDL,15299427,-46.0624,168.2347,ES-00048,119,-54,1460,531,-0.101694915,-1.387073395,0.165419384,0.917290308,0.917290308,0.008403361,0.605042017,1,800,-33.24988621,-77.80356168,5.547028473,ok,-4.156235776,Improving,TRUE,Month,NA,2018,Very likely improving
5010,ECOLI,E. coli,cfu/100ml,CDL,15310151,-46.246,168.4132,ES-00049,117,-377,180056.3333,6786,-0.055555556,-0.886101851,0.375562645,0.812218677,0.812218677,0,0.598290598,0,900,-25.35165505,-76.73319328,18.45990105,ok,-2.816850561,Improving,FALSE,Month,NA,2018,Likely improving
5011,ECOLI,E. coli,cfu/100ml,CWL,15312720,-46.2921,167.9579,ES-00051,120,31,1481.666667,540,0.057407407,0.779374154,0.435759344,0.782120328,0.217879672,0.008333333,0.541666667,1,350,5.289958908,-3.341117004,20.06868132,ok,1.511416831,Worsening,TRUE,Month,NA,2018,Likely worsening
5012,ECOLI,E. coli,cfu/100ml,CDL,15312378,-46.2816,167.9762,ES-00052,120,-66,1494,540,-0.122222222,-1.681659472,0.092634891,0.953682554,0.953682554,0.008333333,0.625,1,800,-35.62190934,-92.57074049,0,ok,-4.452738668,Improving,TRUE,Month,NA,2018,Very likely improving
5013,ECOLI,E. coli,cfu/100ml,CDL,15302569,-46.0992,167.9622,ES-00053,120,-47,1493,540,-0.087037037,-1.190495965,0.233851515,0.883074243,0.883074243,0,0.6,0,1400,-32.23725507,-90.24502562,8.335910886,ok,-2.302661077,Improving,TRUE,Month,NA,2018,Likely improving
5014,ECOLI,E. coli,cfu/100ml,CDL,15319462,-46.5421,168.4339,ES-00054,119,-1040,173372,7021,-0.148127047,-2.495318969,0.012584395,0.993707802,0.993707802,0.378151261,0.151260504,1,10,0,-0.588756819,0,WARNING: Sen slope influenced by censored values,0,Improving,FALSE,Month,NA,2018,Very likely improving
5015,ECOLI,E. coli,cfu/100ml,CDL,15319279,-46.5428,168.6512,ES-00057,120,-53,1491,540,-0.098148148,-1.346680346,0.178083205,0.910958398,0.910958398,0.033333333,0.566666667,1,220,-8.820483768,-22.50322214,0.168026633,ok,-4.009310804,Improving,TRUE,Month,NA,2018,Very likely improving
5016,ECOLI,E. coli,cfu/100ml,CDL,15301693,-46.0772,167.7916,ES-00061,119,-462,189360.6667,7021,-0.065802592,-1.059390413,0.289422014,0.855288993,0.855288993,0,0.546218487,0,290,-7.763018066,-20.92116237,3.842737845,ok,-2.676902781,Improving,FALSE,Month,NA,2018,Likely improving
5017,ECOLI,E. coli,cfu/100ml,CWH,15262148,-45.5307,167.7546,ES-00062,119,-879,185688.6667,7021,-0.125195841,-2.037519703,0.04159799,0.979201005,0.979201005,0.159663866,0.25210084,1,30,-0.95740498,-2.998768473,0,ok,-3.191349934,Improving,FALSE,Month,NA,2018,Very likely improving
5018,ECOLI,E. coli,cfu/100ml,CWL,15320438,-46.6214,168.8797,ES-00064,120,8,1494,540,0.014814815,0.181101789,0.85628768,0.57185616,0.42814384,0.008333333,0.508333333,1,280,1.999178982,-14.96442088,15.05151099,ok,0.713992494,Indeterminate,TRUE,Month,NA,2018,Indeterminate
5019,ECOLI,E. coli,cfu/100ml,CDL,15286110,-45.8864,168.6015,ES-00065,119,0,1445.333333,531,0,0,1,0.5,0.5,0,0.537815126,0,290,0,-10.0009783,8.312898536,WARNING: Sen slope based on tied non-censored values,0,Indeterminate,TRUE,Month,NA,2018,Indeterminate
5020,ECOLI,E. coli,cfu/100ml,CDL,15290864,-45.945,168.6225,ES-00067,119,-66,1456,531,-0.124293785,-1.70346286,0.088481483,0.955759259,0.955759259,0.016806723,0.537815126,1,200,-8.641037307,-16.67727767,0,ok,-4.320518653,Improving,TRUE,Month,NA,2018,Very likely improving
5021,ECOLI,E. coli,cfu/100ml,CDL,15290336,-45.9392,168.7295,ES-00068,118,40,1423.333333,522,0.076628352,1.033739942,0.301257755,0.849371122,0.150628878,0,0.576271186,0,335,5.00516753,-2.682860166,17.01548377,ok,1.49407986,Worsening,TRUE,Month,NA,2018,Likely worsening
5022,ECOLI,E. coli,cfu/100ml,CDL,15312336,-46.2859,168.0829,ES-00072,120,-1809,194135.6667,7140,-0.253361345,-4.103418012,4.07E-05,0.999979645,0.999979645,0.016666667,0.508333333,1,185,-21.14454939,-32.92361834,-12.71382063,ok,-11.42948615,Improving,FALSE,Month,NA,2018,Very likely improving
5023,ECOLI,E. coli,cfu/100ml,CDL,15314940,-46.3895,168.7971,ES-00102_NIWA,119,405,189548.3333,7021,0.057684091,0.927943171,0.353437049,0.823281476,0.176718524,0,0.857142857,0,318,8.606465517,-6.228738767,23.94726104,ok,2.706435697,Worsening,FALSE,Month,NA,2018,Likely worsening
5024,ECOLI,E. coli,cfu/100ml,CDL,15319333,-46.5402,168.5703,ES-00106,119,-46,1453.333333,531,-0.086629002,-1.180401891,0.23784041,0.881079795,0.881079795,0,0.546218487,0,260,-6.68956044,-18.28683521,1.964779439,ok,-2.572907861,Improving,TRUE,Month,NA,2018,Likely improving
5025,ECOLI,E. coli,cfu/100ml,CDL,15314100,-46.3263,168.2662,ES-00112,118,18,1414,522,0.034482759,0.452089288,0.65120466,0.67439767,0.32560233,0.033898305,0.415254237,2,125,1.430109632,-3.357676927,5.531077255,ok,1.144087706,Worsening,TRUE,Month,NA,2018,Likely worsening
5026,ECOLI,E. coli,cfu/100ml,CXLk,15283270,-45.7987,167.64,ES-00121,119,457,186864.3333,7021,0.065090443,1.054876542,0.291481792,0.854259104,0.145740896,0.142857143,0.277310924,1,30,0,0,2.348344116,WARNING: Sen slope influenced by censored values,0,Worsening,FALSE,Month,NA,2018,Likely worsening
5027,ECOLI,E. coli,cfu/100ml,CDL,15293327,-45.9872,168.8011,ES-00130,118,-33,1425.666667,523,-0.063097514,-0.847502486,0.396715102,0.801642449,0.801642449,0,0.533898305,0,275,-6.256423433,-15.05151099,6.513219028,ok,-2.275063066,Improving,TRUE,Month,NA,2018,Likely improving
5028,ECOLI,E. coli,cfu/100ml,CDL,15318943,-46.5202,168.5427,ES-00135,120,-34,1487.333333,540,-0.062962963,-0.855676854,0.392176547,0.803911727,0.803911727,0,0.533333333,0,250,-4.629018731,-14.70134112,3.807825431,ok,-1.851607492,Improving,TRUE,Month,NA,2018,Likely improving
5029,ECOLI,E. coli,cfu/100ml,WWL,3059280,-37.6977,175.2068,EW-00077,115,408,170890,6555,0.062242563,0.984546164,0.324847045,0.837576477,0.162423523,0,0.457627119,0,100,2.738519213,-1.777940698,8.266468696,ok,2.738519213,Worsening,FALSE,Month,NA,2018,Likely worsening
5030,ECOLI,E. coli,cfu/100ml,CWLk,3055438,-37.5662,175.1543,EW-00078,114,876,166444.6667,6441,0.136003726,2.144732393,0.031974249,0.984012875,0.015987125,0,0.444444444,0,130,7.646545708,1.590834112,15.0314971,ok,5.881958237,Worsening,FALSE,Month,NA,2018,Very likely worsening
5031,ECOLI,E. coli,cfu/100ml,WDL,3047923,-37.2813,175.0467,EW-00079,115,615,170882.3333,6555,0.09382151,1.485319177,0.137459294,0.931270353,0.068729647,0,0.491525424,0,90,4.002739726,0,9.108478803,ok,4.447488584,Worsening,FALSE,Month,NA,2018,Very likely worsening
